,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
13179,12,Completed,0.19843,0.1399,B,Debt Consolidation,VA,Computer Programmer,Employed,"$50,000-74,999",6083.333333,2000,2011-04-29,179.56,2011
13180,60,non-remittance,0.29998,0.2736,D,Debt Consolidation,MA,Food Service,Employed,"$25,000-49,999",3333.333333,10000,2013-05-07,307.51,2013
13190,12,Completed,0.35843,0.2669,E,Home Improvement,UT,Computer Programmer,Employed,"$50,000-74,999",4333.333333,5000,2011-06-23,479.33,2011
13191,36,Completed,0.15803,0.1365,B,Debt Consolidation,DE,Sales - Retail,Full-time,"$25,000-49,999",2916.666667,7500,2010-09-23,255.06,2010
13197,36,Completed,0.23939,0.2019,C,Taxes,OH,Other,Full-time,"$50,000-74,999",4225.0,2500,2013-04-02,93.15,2013
13201,60,Completed,0.16151,0.1385,A,Debt Consolidation,CA,Other,Employed,"$50,000-74,999",6000.0,24500,2012-05-23,568.17,2012
13211,12,Completed,0.17969,0.1224,B,Debt Consolidation,PA,Skilled Labor,Employed,"$50,000-74,999",4333.333333,2000,2012-04-24,177.92,2012
13213,36,Completed,0.35797,0.3177,HR,Debt Consolidation,FL,Clerical,Employed,"$1-24,999",1750.0,4000,2012-05-17,173.71,2012
13215,36,Completed,0.2951,0.2599,D,Home Improvement,PA,Executive,Employed,"$25,000-49,999",3833.333333,7500,2011-05-04,302.14,2011
13216,36,Completed,0.25781,0.2199,D,Other,MI,Student - College Graduate Student,Employed,"$75,000-99,999",7500.0,4000,2013-01-22,152.74,2013
13221,36,Completed,0.07439,0.071,AA,Debt Consolidation,OH,Administrative Assistant,Full-time,"$25,000-49,999",3033.333333,3200,2010-07-29,98.95,2010
13229,36,non-remittance,0.35797,0.3177,HR,Medical/Dental,CO,Other,Not employed,Not employed,0.0,4000,2012-07-17,173.71,2012
13231,12,Completed,0.24148,0.1434,C,Household Expenses,KS,Sales - Commission,Employed,"$75,000-99,999",6500.0,3000,2012-01-24,269.84,2012
13240,36,Completed,0.06888,0.0655,AA,Other,NY,Construction,Employed,"$75,000-99,999",7500.0,22000,2011-02-14,674.78,2011
13246,36,Completed,0.23383,0.1999,C,Debt Consolidation,IL,Executive,Employed,"$50,000-74,999",4775.0,15000,2011-02-25,557.38,2011
13258,36,non-remittance,0.17359,0.1449,B,Debt Consolidation,IL,Postal Service,Employed,"$75,000-99,999",6250.0,13000,2012-03-30,447.41,2012
13265,36,non-remittance,0.24246,0.2049,C,Debt Consolidation,FL,Truck Driver,Full-time,"$50,000-74,999",4352.666667,8000,2012-04-18,299.31,2012
13266,36,Completed,0.15538,0.127,A,Home Improvement,SC,Computer Programmer,Employed,"$75,000-99,999",6833.333333,22500,2012-05-31,754.87,2012
13268,36,Completed,0.13504,0.1138,A,Debt Consolidation,AR,Civil Service,Full-time,"$100,000+",8333.333333,15000,2010-04-01,493.78,2010
13279,36,Completed,0.11296,0.092,A,Other,UT,Analyst,Full-time,"$50,000-74,999",5833.333333,5000,2010-06-08,159.46,2010
13280,12,Completed,0.18829,0.1299,B,Debt Consolidation,VA,Engineer - Electrical,Employed,"$75,000-99,999",7166.666667,3500,2011-02-28,312.59,2011
13281,36,Completed,0.07439,0.071,AA,Debt Consolidation,NJ,Professional,Full-time,"$75,000-99,999",6470.666667,3500,2010-03-10,107.07,2010
13285,36,Completed,0.40023,0.35,HR,Debt Consolidation,FL,Other,Employed,"$25,000-49,999",3200.0,1250,2010-11-23,56.55,2010
13286,36,Completed,0.16157,0.14,B,Debt Consolidation,FL,Other,Full-time,"$25,000-49,999",3166.666667,4750,2010-01-07,162.34,2010
13307,36,Completed,0.22742,0.1902,C,Debt Consolidation,CA,Skilled Labor,Employed,"$25,000-49,999",3750.0,12000,2012-05-17,439.99,2012
13325,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,PA,Food Service Management,Employed,"$25,000-49,999",2333.333333,4000,2012-06-14,173.71,2012
13330,36,Completed,0.35797,0.3177,HR,Home Improvement,MD,Psychologist,Self-employed,"$100,000+",16666.666667,3000,2012-07-31,130.28,2012
13336,36,Completed,0.34887,0.3125,HR,Home Improvement,FL,Other,Retired,"$50,000-74,999",5000.0,3500,2011-04-28,150.99,2011
13349,36,Completed,0.13271,0.1115,A,Other,CA,Medical Technician,Full-time,"$25,000-49,999",3000.0,8000,2010-08-19,262.48,2010
13352,36,Completed,0.33051,0.2909,E,Debt Consolidation,AK,Truck Driver,Employed,"$25,000-49,999",2333.333333,4000,2012-08-28,167.82,2012
13362,36,Completed,0.09736,0.0839,AA,Home Improvement,NY,Other,Employed,"$50,000-74,999",4666.666667,7500,2012-12-31,236.37,2012
13363,36,Completed,0.27285,0.2346,D,Debt Consolidation,NY,Professional,Employed,"$75,000-99,999",7500.0,12000,2012-11-08,467.4,2012
13368,36,Completed,0.12782,0.0999,A,Debt Consolidation,CA,Truck Driver,Employed,"$75,000-99,999",7500.0,13000,2012-02-16,419.41,2012
13369,36,Completed,0.35577,0.3288,E,Other,CA,Professional,Full-time,"$25,000-49,999",3750.0,1500,2009-12-16,66.07,2009
13371,36,Completed,0.35643,0.3199,E,Business,NC,Military Enlisted,Employed,"$50,000-74,999",4492.0,7500,2011-10-07,326.62,2011
13374,36,Completed,0.25259,0.2148,C,Debt Consolidation,DC,Professional,Employed,"$50,000-74,999",6041.666667,3500,2012-05-03,132.73,2012
13375,60,Completed,0.24702,0.222,C,Other,NJ,Administrative Assistant,Employed,"$50,000-74,999",5213.833333,3500,2012-06-15,97.06,2012
13382,36,Completed,0.27285,0.2346,D,Other,CO,Other,Employed,"$50,000-74,999",4166.666667,3000,2013-06-24,116.85,2013
13387,60,Completed,0.20081,0.1769,B,Business,CA,Computer Programmer,Employed,"$100,000+",9166.666667,25000,2013-08-07,630.63,2013
13388,36,Completed,0.21434,0.1774,C,Debt Consolidation,LA,Nurse (RN),Employed,"$50,000-74,999",5833.333333,20000,2013-07-02,720.44,2013
13391,36,Completed,0.24758,0.2099,C,Debt Consolidation,IL,Professional,Employed,"$75,000-99,999",7500.0,18000,2012-11-08,678.06,2012
13393,36,Completed,0.2951,0.2599,D,Debt Consolidation,AR,Teacher,Employed,"$25,000-49,999",3208.333333,2000,2011-11-03,80.57,2011
13396,36,non-remittance,0.29346,0.2595,D,Debt Consolidation,CO,Student - College Sophomore,Self-employed,"$1-24,999",833.333333,1150,2010-04-19,46.3,2010
13400,36,Completed,0.06888,0.0655,AA,Home Improvement,CA,Sales - Commission,Employed,"$100,000+",20416.666667,12000,2011-04-14,368.06,2011
13406,36,non-remittance,0.21434,0.1774,C,Debt Consolidation,FL,Other,Other,"$25,000-49,999",2333.333333,8500,2012-11-20,306.19,2012
13407,60,Completed,0.20705,0.183,B,Debt Consolidation,CA,Engineer - Electrical,Employed,"$25,000-49,999",2916.666667,7000,2012-04-26,178.9,2012
13408,36,non-remittance,0.09988,0.0864,AA,Debt Consolidation,OK,Sales - Commission,Employed,"$100,000+",13750.0,22500,2012-11-30,711.73,2012
13415,36,Completed,0.33051,0.2909,E,Debt Consolidation,CA,Computer Programmer,Employed,"$100,000+",9166.666667,4000,2012-08-27,167.82,2012
13416,36,non-remittance,0.34045,0.3006,E,Debt Consolidation,KS,Other,Employed,"$1-24,999",1583.333333,2500,2013-03-18,106.21,2013
13421,60,non-remittance,0.20931,0.1852,B,Debt Consolidation,DE,Accountant/CPA,Employed,"$75,000-99,999",7083.333333,15000,2012-09-06,385.16,2012
13424,36,Completed,0.29254,0.2574,D,Debt Consolidation,MI,Accountant/CPA,Employed,"$50,000-74,999",4633.333333,7000,2011-11-15,281.07,2011
13426,36,Completed,0.33553,0.2958,E,Other,NY,Food Service,Employed,"$50,000-74,999",4250.0,4000,2012-06-07,168.89,2012
13427,36,non-remittance,0.35797,0.3177,HR,Medical/Dental,TN,Administrative Assistant,Employed,"$25,000-49,999",3416.666667,4000,2012-06-12,173.71,2012
13429,36,Completed,0.12511,0.104,A,Debt Consolidation,MA,Other,Not employed,Not employed,0.0,8000,2011-05-26,259.64,2011
13430,60,non-remittance,0.29464,0.2684,D,Auto,FL,Other,Other,"$50,000-74,999",6000.0,15000,2012-08-31,456.6,2012
13435,36,Completed,0.07439,0.071,AA,Debt Consolidation,IN,Professional,Full-time,"$75,000-99,999",6666.666667,4200,2010-07-22,129.88,2010
13437,36,Completed,0.37453,0.35,HR,Home Improvement,TX,Teacher,Full-time,"$25,000-49,999",3962.333333,7000,2010-05-24,316.65,2010
13440,36,non-remittance,0.35285,0.3127,HR,Other,IL,Laborer,Employed,"$25,000-49,999",2916.666667,4000,2011-12-30,172.6,2011
13443,36,non-remittance,0.33051,0.2909,E,Debt Consolidation,FL,Administrative Assistant,Employed,"$1-24,999",1800.0,4000,2012-09-07,167.82,2012
13444,36,non-remittance,0.30532,0.2699,D,Business,MO,Skilled Labor,Employed,"$25,000-49,999",2083.333333,2000,2011-05-23,81.64,2011
13455,36,Completed,0.124,0.1029,A,Debt Consolidation,VA,Administrative Assistant,Employed,"$25,000-49,999",2223.333333,7168,2011-08-12,232.28,2011
13459,36,Completed,0.27878,0.24,E,Business,MO,Accountant/CPA,Self-employed,"$50,000-74,999",5000.0,1000,2009-12-08,39.23,2009
13463,36,Completed,0.39153,0.35,HR,Other,WV,Professional,Employed,"$75,000-99,999",7416.666667,1500,2010-12-07,67.85,2010
13464,36,Completed,0.38127,0.34,HR,Other,NY,Other,Full-time,"$25,000-49,999",4000.0,1000,2010-04-22,44.67,2010
13466,36,Completed,0.10846,0.105,AA,Debt Consolidation,CA,Medical Technician,Full-time,"$50,000-74,999",6000.0,13000,2009-11-13,422.53,2009
13473,60,Completed,0.26333,0.2379,D,Debt Consolidation,IL,Other,Employed,"$75,000-99,999",6833.333333,10000,2013-09-17,286.46,2013
13475,60,Completed,0.31375,0.287,D,Debt Consolidation,IN,Other,Employed,"$50,000-74,999",5115.0,12000,2012-07-09,378.71,2012
13488,12,Completed,0.28918,0.19,D,Auto,FL,Waiter/Waitress,Employed,"$25,000-49,999",2916.666667,2000,2011-12-20,184.31,2011
13489,36,non-remittance,0.35797,0.3177,HR,Business,OH,Medical Technician,Employed,"$50,000-74,999",4663.333333,4000,2012-07-02,173.71,2012
13496,36,Completed,0.17069,0.149,B,Debt Consolidation,IL,Teacher,Employed,"$25,000-49,999",2333.333333,8000,2011-01-12,276.93,2011
13501,36,Completed,0.12274,0.0949,A,Home Improvement,CO,Other,Employed,"$75,000-99,999",7083.333333,13000,2013-10-09,416.37,2013
13514,36,Completed,0.13524,0.114,A,Debt Consolidation,NY,Teacher,Full-time,"$75,000-99,999",6500.0,7500,2009-11-16,246.96,2009
13515,36,non-remittance,0.31463,0.275,D,Other,VA,Analyst,Employed,"$50,000-74,999",5000.0,1500,2010-08-18,61.64,2010
13518,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,NY,Other,Other,"$100,000+",8400.0,4000,2012-08-21,173.71,2012
13528,36,non-remittance,0.2951,0.2599,D,Home Improvement,PA,Truck Driver,Employed,"$25,000-49,999",3250.0,4500,2011-10-27,181.28,2011
13534,12,Completed,0.35843,0.2669,E,Business,AR,Executive,Self-employed,"$100,000+",8666.666667,7500,2011-06-23,719.0,2011
13537,60,non-remittance,0.29464,0.2684,D,Debt Consolidation,GA,Food Service,Employed,"$1-24,999",1583.333333,13000,2012-09-10,395.72,2012
13539,60,non-remittance,0.24702,0.222,C,Debt Consolidation,NM,Retail Management,Employed,"$50,000-74,999",5000.0,7000,2012-07-13,194.13,2012
13543,36,Completed,0.25227,0.2295,HR,Debt Consolidation,FL,Computer Programmer,Full-time,"$50,000-74,999",5250.0,4500,2009-11-06,174.08,2009
13550,36,non-remittance,0.35797,0.3177,HR,Home Improvement,TN,Executive,Employed,"$100,000+",13333.333333,4000,2012-10-05,173.71,2012
13557,36,Completed,0.35797,0.3177,HR,Debt Consolidation,WA,Professional,Employed,"$100,000+",16000.0,4000,2012-05-31,173.71,2012
13561,36,Completed,0.202,0.1799,B,Auto,FL,Teacher,Employed,"$25,000-49,999",4000.0,8500,2011-10-18,307.25,2011
13570,36,Completed,0.34577,0.3058,E,Debt Consolidation,NC,Skilled Labor,Employed,"$25,000-49,999",3833.333333,4000,2012-02-09,171.08,2012
13574,36,Completed,0.35797,0.3177,HR,Household Expenses,MA,Professional,Employed,"$25,000-49,999",2470.666667,2500,2012-05-31,108.57,2012
13576,36,non-remittance,0.34621,0.3099,E,Other,MD,Professional,Full-time,"$50,000-74,999",4478.166667,5000,2011-06-16,214.98,2011
13581,36,Completed,0.11296,0.092,A,Debt Consolidation,WI,Skilled Labor,Full-time,"$50,000-74,999",5333.333333,5000,2010-02-25,159.46,2010
13582,36,Completed,0.33097,0.295,D,Other,SC,Computer Programmer,Employed,"$75,000-99,999",7466.666667,3500,2010-12-03,147.62,2010
13596,60,non-remittance,0.35838,0.3304,E,Home Improvement,KS,Other,Employed,"$25,000-49,999",2916.666667,4000,2012-05-25,136.98,2012
13605,36,Completed,0.31053,0.275,D,Business,MI,Other,Self-employed,"$75,000-99,999",6666.666667,3300,2010-11-15,135.61,2010
13611,36,non-remittance,0.35643,0.3199,E,Debt Consolidation,HI,Clerical,Employed,"$25,000-49,999",2553.75,4000,2011-08-18,174.2,2011
13621,36,Completed,0.18751,0.1656,B,Debt Consolidation,GA,Accountant/CPA,Full-time,"$25,000-49,999",2750.0,6580,2011-10-25,233.16,2011
13623,36,Completed,0.12782,0.0999,A,Debt Consolidation,MO,Other,Employed,"$50,000-74,999",5166.666667,3500,2012-04-09,112.92,2012
13626,36,Completed,0.33553,0.2958,E,Debt Consolidation,FL,Other,Other,"$1-24,999",1208.333333,4000,2012-03-06,168.89,2012
13631,36,Completed,0.14111,0.1198,B,Business,NY,Other,Retired,"$1-24,999",833.333333,3000,2010-08-13,99.61,2010
13632,36,Completed,0.34887,0.3125,HR,Home Improvement,MN,Fireman,Employed,"$25,000-49,999",3333.333333,4000,2011-03-15,172.56,2011
13638,36,Completed,0.16653,0.1449,B,Home Improvement,CO,Analyst,Employed,"$75,000-99,999",6666.666667,7000,2011-01-24,0.0,2011
13649,36,Completed,0.07289,0.0695,AA,Auto,MD,Engineer - Chemical,Full-time,"$100,000+",11166.666667,1000,2010-04-19,30.85,2010
13654,12,Completed,0.17969,0.1224,B,Household Expenses,NY,Civil Service,Employed,"$75,000-99,999",7250.0,4000,2012-07-18,355.84,2012
13657,12,Completed,0.23422,0.1563,C,Taxes,TX,Professional,Employed,"$75,000-99,999",8083.333333,2000,2012-12-11,181.11,2012
13658,36,Completed,0.27285,0.2346,D,Other,CA,Accountant/CPA,Employed,"$50,000-74,999",4750.0,4000,2013-05-02,155.8,2013
13661,60,non-remittance,0.29464,0.2684,D,Debt Consolidation,NJ,Police Officer/Correction Officer,Employed,"$100,000+",8708.333333,9000,2012-09-28,273.96,2012
13663,36,Completed,0.19845,0.1764,B,Student Use,FL,Civil Service,Full-time,"$75,000-99,999",6250.0,2500,2009-09-08,89.93,2009
13664,60,Completed,0.35838,0.3304,E,Other,IL,Professional,Employed,"$100,000+",9583.333333,4000,2012-09-17,136.98,2012
13668,36,non-remittance,0.37453,0.35,E,Student Use,CA,Student - College Junior,Part-time,"$25,000-49,999",2250.0,3000,2010-06-17,135.71,2010
13670,36,Completed,0.23835,0.2005,C,Business,KY,Analyst,Full-time,"$75,000-99,999",7083.333333,1000,2009-09-25,37.19,2009
13671,36,non-remittance,0.29537,0.2566,D,Business,TX,Retail Management,Employed,"$100,000+",10000.0,15000,2012-11-08,601.65,2012
13674,36,Completed,0.21372,0.1768,B,Household Expenses,MI,Other,Other,"$50,000-74,999",6000.0,2000,2012-06-12,71.98,2012
13676,36,Completed,0.18173,0.1599,B,Debt Consolidation,TX,Professional,Employed,"$50,000-74,999",5166.666667,2000,2011-06-23,70.3,2011
13685,36,Completed,0.21434,0.1774,C,Home Improvement,FL,Flight Attendant,Employed,"$25,000-49,999",4000.0,10000,2012-08-13,360.22,2012
13690,36,Completed,0.34621,0.3099,E,Debt Consolidation,TX,Engineer - Mechanical,Employed,"$75,000-99,999",7750.0,7500,2011-07-20,322.47,2011
13694,36,Completed,0.13138,0.1034,A,Debt Consolidation,MI,Other,Other,"$75,000-99,999",7083.333333,17000,2013-07-19,551.26,2013
13704,36,Completed,0.08591,0.0825,AA,Business,TN,Professional,Employed,"$50,000-74,999",5000.0,15000,2010-09-24,471.78,2010
13707,36,Completed,0.13625,0.115,A,Debt Consolidation,MO,Computer Programmer,Full-time,"$75,000-99,999",6375.0,4500,2009-10-16,148.39,2009
13715,36,Completed,0.10375,0.0829,A,Debt Consolidation,PA,Professional,Employed,"$50,000-74,999",4583.333333,4000,2011-03-10,125.88,2011
13721,60,Completed,0.27246,0.2468,C,Home Improvement,MN,Other,Other,"$50,000-74,999",5083.333333,6000,2012-02-10,174.98,2012
13723,36,Completed,0.35244,0.316,E,Debt Consolidation,AL,Other,Employed,"$50,000-74,999",4375.0,7500,2011-10-27,324.99,2011
13726,36,Completed,0.38723,0.35,HR,Debt Consolidation,NY,Accountant/CPA,Employed,"$75,000-99,999",6700.0,7500,2010-12-24,339.27,2010
13737,60,Completed,0.20931,0.1852,B,Debt Consolidation,GA,Professional,Employed,"$50,000-74,999",4750.0,11500,2012-08-20,295.29,2012
13749,12,Completed,0.16033,0.1033,B,Debt Consolidation,IL,Analyst,Employed,"$75,000-99,999",6666.666667,9000,2013-01-11,792.62,2013
13750,36,Completed,0.11296,0.092,A,Debt Consolidation,IL,Other,Full-time,"$25,000-49,999",3416.666667,3500,2010-06-29,111.63,2010
13774,60,Completed,0.22283,0.1984,C,Home Improvement,NY,Other,Employed,"$100,000+",15000.0,15000,2013-03-12,396.07,2013
13776,36,Completed,0.15538,0.127,A,Debt Consolidation,MO,Tradesman - Electrician,Employed,"$25,000-49,999",3792.5,7000,2012-04-24,234.85,2012
13777,36,Completed,0.08341,0.08,AA,Debt Consolidation,PA,Sales - Commission,Employed,"$25,000-49,999",3250.0,5000,2010-12-29,0.0,2010
13778,12,Completed,0.35843,0.2669,E,Other,PA,Teacher,Employed,"$25,000-49,999",2500.0,3000,2011-05-05,260.84,2011
13795,36,Completed,0.11296,0.092,A,Business,CA,Teacher,Part-time,"$50,000-74,999",5000.0,1900,2010-06-25,60.6,2010
13802,36,Completed,0.21372,0.1768,B,Taxes,OH,Executive,Employed,"$100,000+",9166.666667,7000,2012-05-31,251.94,2012
13808,36,Completed,0.12528,0.0974,A,Debt Consolidation,RI,Engineer - Mechanical,Employed,"$100,000+",8333.333333,3500,2012-11-07,112.51,2012
13816,36,non-remittance,0.24246,0.2049,C,Debt Consolidation,GA,Computer Programmer,Employed,"$75,000-99,999",7083.333333,10000,2013-06-18,374.14,2013
13823,36,Completed,0.2837,0.2452,D,Cosmetic Procedure,FL,Other,Employed,"$25,000-49,999",2158.333333,2000,2012-04-10,79.01,2012
13829,36,non-remittance,0.27285,0.2346,D,Home Improvement,GA,Civil Service,Employed,"$50,000-74,999",6098.5,3000,2012-10-12,116.85,2012
13831,36,non-remittance,0.16157,0.14,A,Debt Consolidation,CA,Professional,Full-time,"$100,000+",13750.0,2000,2010-06-25,68.36,2010
13833,36,Completed,0.30532,0.2699,D,Business,OH,Executive,Self-employed,"$75,000-99,999",6250.0,2500,2011-01-25,102.05,2011
13836,36,non-remittance,0.30532,0.2699,D,Home Improvement,PA,Social Worker,Employed,"$50,000-74,999",4166.666667,3500,2011-08-05,142.87,2011
13842,60,non-remittance,0.35838,0.3304,E,Business,MA,Other,Self-employed,"$50,000-74,999",4166.666667,4000,2012-05-17,136.98,2012
13847,60,Completed,0.25102,0.2259,C,Medical/Dental,TN,Other,Other,"$25,000-49,999",3666.666667,3500,2013-03-08,97.84,2013
13853,36,Completed,0.33665,0.2969,E,Home Improvement,NJ,Food Service,Employed,"$50,000-74,999",4166.666667,3000,2012-10-05,126.85,2012
13862,36,Completed,0.29107,0.2524,D,Debt Consolidation,CT,Other,Employed,"$1-24,999",1172.0,4000,2012-09-14,159.55,2012
13867,36,non-remittance,0.35643,0.3199,E,Debt Consolidation,FL,Other,Not employed,Not employed,0.0,6000,2011-04-19,261.29,2011
13870,36,Completed,0.24758,0.2099,C,Debt Consolidation,KY,Student - College Graduate Student,Employed,"$25,000-49,999",2500.0,3500,2012-08-13,131.84,2012
13877,36,Completed,0.20462,0.1679,B,Debt Consolidation,CT,Sales - Commission,Employed,"$50,000-74,999",5666.666667,10831,2012-09-05,385.02,2012
13883,36,Completed,0.33974,0.2995,HR,Other,SC,Other,Full-time,"$25,000-49,999",3166.666667,1000,2010-06-24,42.42,2010
13888,12,Completed,0.17493,0.1177,B,Debt Consolidation,CO,Scientist,Employed,"$100,000+",9083.333333,10000,2012-11-16,887.41,2012
13892,36,non-remittance,0.24246,0.2049,C,Vacation,IL,Laborer,Employed,"$1-24,999",1833.333333,7000,2012-01-31,261.9,2012
13900,36,Completed,0.33608,0.3,HR,Debt Consolidation,GA,Professional,Full-time,"$50,000-74,999",4166.666667,4000,2010-08-24,169.81,2010
13901,36,Completed,0.22712,0.1899,C,Debt Consolidation,MA,Professional,Employed,"$50,000-74,999",5416.666667,9500,2013-03-06,348.18,2013
13902,36,Completed,0.124,0.1029,A,Debt Consolidation,KS,Executive,Full-time,"$75,000-99,999",7875.0,3000,2011-08-12,97.21,2011
13904,36,Completed,0.20462,0.1679,B,Debt Consolidation,CT,Skilled Labor,Employed,"$25,000-49,999",3000.0,10000,2013-08-14,355.48,2013
13907,60,non-remittance,0.22693,0.2024,B,Debt Consolidation,TX,Accountant/CPA,Employed,"$75,000-99,999",6500.0,10000,2013-01-25,266.28,2013
13918,36,non-remittance,0.28777,0.2645,D,Auto,WI,Food Service Management,Full-time,"$25,000-49,999",3033.333333,2400,2009-11-10,97.27,2009
13921,12,Completed,0.06689,0.0575,AA,Other,CA,Computer Programmer,Employed,"$100,000+",12026.666667,1000,2010-12-06,85.95,2010
13924,36,Completed,0.17069,0.149,B,Home Improvement,MD,Other,Employed,"$75,000-99,999",6416.666667,15000,2010-12-29,519.25,2010
13931,36,Completed,0.38723,0.35,HR,Other,CA,Civil Service,Full-time,"$50,000-74,999",4250.0,4000,2010-12-17,180.94,2010
