Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
12,Completed,0.33084,0.2399,D,Debt Consolidation,NJ,Analyst,Employed,"$100,000+",9583.333333,7000,2011-04-29,661.88,2011
36,Completed,0.17359,0.1449,B,Home Improvement,CA,Other,Employed,"$25,000-49,999",3000.0,7000,2012-04-13,240.91,2012
36,Completed,0.35797,0.3177,HR,Debt Consolidation,ID,Teacher,Employed,"$25,000-49,999",3416.666667,4000,2012-11-26,173.71,2012
36,Completed,0.35797,0.3177,HR,Business,NY,Accountant/CPA,Employed,"$100,000+",20833.333333,4000,2012-02-29,173.71,2012
36,Completed,0.24246,0.2049,C,Debt Consolidation,OH,Nurse's Aide,Employed,"$25,000-49,999",2166.666667,4000,2012-01-23,149.65,2012
36,Completed,0.32378,0.3,E,Debt Consolidation,TX,Accountant/CPA,Full-time,"$75,000-99,999",7250.0,3000,2009-12-08,0.0,2009
36,Completed,0.23784,0.2,C,Debt Consolidation,PA,Executive,Self-employed,"$100,000+",10000.0,1000,2009-12-16,37.16,2009
36,Completed,0.07922,0.0659,AA,Debt Consolidation,HI,Nurse (RN),Employed,"$75,000-99,999",7000.0,15000,2014-01-02,460.35,2014
36,Completed,0.2837,0.2452,D,Taxes,CA,Professional,Self-employed,"$100,000+",10000.0,5000,2012-03-14,197.53,2012
36,Completed,0.24758,0.2099,C,Debt Consolidation,MA,Construction,Employed,"$100,000+",9166.666667,2000,2012-09-14,75.34,2012
12,Completed,0.20857,0.1499,B,Other,NY,Other,Employed,"$100,000+",13333.333333,6000,2011-07-22,538.33,2011
60,Completed,0.29371,0.2699,D,Business,WA,Professional,Employed,"$25,000-49,999",2500.0,15000,2011-07-25,457.94,2011
36,Completed,0.16157,0.14,B,Business,UT,Sales - Retail,Full-time,"$25,000-49,999",2083.333333,6000,2010-01-29,205.07,2010
36,non-remittance,0.35797,0.3177,HR,Other,NJ,Other,Employed,"$1-24,999",1706.25,4000,2012-07-25,173.71,2012
36,Completed,0.18183,0.16,C,Home Improvement,UT,Other,Full-time,"$50,000-74,999",5416.666667,5000,2010-08-04,175.79,2010
12,Completed,0.14877,0.0724,A,Debt Consolidation,OH,Food Service,Employed,"$25,000-49,999",2750.0,7000,2011-11-18,606.46,2011
36,Completed,0.2831,0.2599,E,Other,CA,Other,Full-time,"$50,000-74,999",4666.666667,2500,2009-11-25,100.71,2009
36,Completed,0.34577,0.3058,E,Debt Consolidation,MA,Other,Other,"$1-24,999",1833.333333,2000,2012-01-13,85.54,2012
36,Completed,0.2972,0.2738,D,Other,OH,Teacher,Full-time,"$25,000-49,999",2427.083333,3800,2010-04-21,155.91,2010
36,non-remittance,0.15324,0.1249,A,Other,FL,Other,Other,"$25,000-49,999",3600.0,9000,2013-05-15,301.04,2013
36,Completed,0.11296,0.092,A,Debt Consolidation,CA,Professional,Full-time,"$50,000-74,999",5000.0,7000,2010-06-14,221.6,2010
36,Completed,0.2324,0.2099,D,Home Improvement,MN,Other,Full-time,"$25,000-49,999",3916.666667,5250,2010-06-17,197.77,2010
60,Completed,0.23872,0.2139,C,Other,PA,Other,Employed,"$100,000+",8750.0,11500,2013-04-09,313.64,2013
36,Completed,0.38058,0.3435,E,Home Improvement,DE,Engineer - Mechanical,Employed,"$25,000-49,999",3805.75,5000,2010-08-11,224.34,2010
60,Completed,0.1658,0.1427,A,Debt Consolidation,AL,Other,Employed,"$75,000-99,999",6336.0,25000,2012-08-30,585.21,2012
36,Completed,0.16056,0.139,A,Debt Consolidation,WA,Laborer,Employed,"$25,000-49,999",3856.666667,2500,2011-07-29,85.32,2011
36,non-remittance,0.17359,0.1449,B,Taxes,TN,Professional,Employed,"$50,000-74,999",5666.666667,12000,2012-02-22,412.99,2012
36,Completed,0.08792,0.0845,AA,Debt Consolidation,NY,Professional,Full-time,"$75,000-99,999",7437.5,9000,2009-12-31,283.9,2009
36,Completed,0.16056,0.139,A,Home Improvement,IN,Pilot - Private/Commercial,Employed,"$100,000+",11250.0,15000,2011-10-11,511.94,2011
36,non-remittance,0.31053,0.275,D,Home Improvement,IL,Teacher,Employed,"$25,000-49,999",3500.0,2700,2010-11-15,110.95,2010
36,Completed,0.30532,0.2699,D,Other,IL,Other,Employed,"$25,000-49,999",3916.666667,5000,2011-08-31,204.1,2011
36,non-remittance,0.25259,0.2148,C,Other,VA,Food Service Management,Employed,"$25,000-49,999",3500.0,2000,2012-05-03,75.84,2012
36,Completed,0.25486,0.2205,C,Debt Consolidation,CA,Professional,Employed,"$50,000-74,999",5841.666667,15000,2011-10-25,573.24,2011
36,Completed,0.17322,0.1515,B,Other,VA,Other,Full-time,"$25,000-49,999",3408.333333,4500,2010-09-13,156.32,2010
36,Completed,0.13413,0.1129,A,Debt Consolidation,MD,Professional,Employed,"$100,000+",9635.666667,22000,2011-10-18,723.28,2011
36,Completed,0.17373,0.152,A,Debt Consolidation,MI,Nurse (RN),Full-time,"$50,000-74,999",4978.333333,8500,2009-09-30,295.49,2009
36,non-remittance,0.35797,0.3177,HR,Business,GA,Food Service,Self-employed,"$25,000-49,999",2500.0,3800,2012-06-14,165.02,2012
36,non-remittance,0.2878,0.2492,D,Other,MA,Other,Employed,"$25,000-49,999",3333.333333,4000,2013-03-11,158.87,2013
36,Completed,0.22287,0.2005,C,Auto,UT,Professional,Full-time,"$25,000-49,999",3666.666667,8000,2009-10-14,66.98,2009
60,Completed,0.32958,0.3049,D,Debt Consolidation,PA,Engineer - Electrical,Employed,"$100,000+",10416.666667,8879,2011-09-02,289.94,2011
36,non-remittance,0.29486,0.2561,D,Business,NY,Religious,Employed,"$1-24,999",1025.0,3000,2011-11-30,120.25,2011
36,Completed,0.35797,0.3177,HR,Other,MI,Nurse (RN),Employed,"$50,000-74,999",4666.666667,2500,2012-02-17,108.57,2012
36,Completed,0.05425,0.0509,AA,Other,NY,Executive,Full-time,"$50,000-74,999",4166.666667,1100,2010-01-05,33.01,2010
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,OR,Other,Employed,"$25,000-49,999",2166.666667,4340,2011-05-25,189.0,2011
60,Completed,0.22847,0.2039,B,Debt Consolidation,CA,Accountant/CPA,Employed,"$100,000+",9333.333333,22000,2012-08-21,587.65,2012
36,Completed,0.07439,0.071,AA,Business,NC,Administrative Assistant,Full-time,"$1-24,999",2080.0,1000,2010-04-06,0.0,2010
36,Completed,0.35132,0.3149,E,Other,ID,Other,Employed,"$1-24,999",960.416667,7500,2011-11-21,324.54,2011
36,Completed,0.30532,0.2699,D,Business,MT,Construction,Self-employed,"$1-24,999",1666.666667,9000,2011-09-30,367.38,2011
36,Completed,0.35643,0.3199,E,Debt Consolidation,SC,Other,Employed,"$1-24,999",2000.0,5000,2011-03-28,217.74,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,TX,Other,Employed,"$25,000-49,999",3583.333333,2000,2012-04-24,86.85,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,CO,Professional,Employed,"$25,000-49,999",4000.0,4000,2011-06-28,163.28,2011
12,Completed,0.33084,0.2399,D,Auto,NH,Professor,Employed,"$100,000+",10833.333333,3000,2011-04-29,282.15,2011
36,non-remittance,0.30532,0.2699,D,Debt Consolidation,FL,Police Officer/Correction Officer,Employed,"$25,000-49,999",3750.0,7500,2011-02-10,306.15,2011
60,Completed,0.3142,0.2899,D,Debt Consolidation,WI,Sales - Retail,Employed,"$25,000-49,999",2083.333333,12000,2011-05-20,380.83,2011
60,non-remittance,0.1831,0.1644,A,Home Improvement,PA,Other,Employed,"$1-24,999",2037.5,9000,2011-12-16,220.97,2011
36,Completed,0.15375,0.1254,A,Home Improvement,KY,Principal,Employed,"$75,000-99,999",6750.0,2000,2011-11-30,66.95,2011
36,Completed,0.07439,0.071,AA,Home Improvement,FL,Professional,Full-time,"$75,000-99,999",6666.666667,6000,2010-03-24,185.54,2010
36,Completed,0.20321,0.1699,C,Auto,HI,Nurse (RN),Employed,"$50,000-74,999",4666.666667,7500,2011-03-01,267.36,2011
12,Completed,0.17969,0.1224,B,Vacation,CT,Other,Employed,"$75,000-99,999",7750.0,15000,2012-05-30,1334.42,2012
36,Completed,0.16745,0.1458,C,Debt Consolidation,WA,Other,Full-time,"$75,000-99,999",8166.666667,1800,2010-06-25,62.03,2010
36,Completed,0.14121,0.1199,B,Home Improvement,PA,Other,Employed,"$50,000-74,999",4625.0,6500,2011-04-29,215.86,2011
36,Completed,0.27904,0.2559,D,Debt Consolidation,HI,Analyst,Full-time,"$50,000-74,999",5666.666667,8000,2009-09-02,320.58,2009
36,Completed,0.21646,0.16,D,Other,WA,Student - College Senior,Employed,"$25,000-49,999",2458.333333,1000,2010-10-22,35.16,2010
60,Completed,0.27462,0.2489,C,Home Improvement,NY,Nurse (RN),Employed,"$75,000-99,999",8166.666667,8000,2012-04-27,234.29,2012
36,non-remittance,0.22237,0.2,B,Business,CA,Professional,Full-time,"$25,000-49,999",2666.666667,5000,2009-11-04,185.82,2009
60,non-remittance,0.15326,0.1395,A,Business,WA,Laborer,Employed,"$50,000-74,999",4666.666667,15000,2010-11-30,348.64,2010
36,Completed,0.35797,0.3177,HR,Home Improvement,VA,Tradesman - Mechanic,Employed,"$75,000-99,999",7083.333333,2500,2012-10-18,108.57,2012
36,Completed,0.20564,0.1764,B,Home Improvement,FL,Other,Employed,"$50,000-74,999",6000.0,7000,2011-11-22,251.8,2011
12,Completed,0.35843,0.2669,E,Home Improvement,AZ,Realtor,Self-employed,"$50,000-74,999",4583.333333,7500,2011-05-06,719.0,2011
60,Completed,0.24682,0.2218,C,Engagement Ring,FL,Accountant/CPA,Employed,"$1-24,999",1916.666667,13750,2012-08-30,381.17,2012
36,Completed,0.22712,0.1899,C,Debt Consolidation,WY,Medical Technician,Employed,"$50,000-74,999",5893.333333,15000,2013-08-30,549.76,2013
36,Completed,0.17754,0.1414,B,Home Improvement,FL,Professional,Full-time,"$50,000-74,999",4166.666667,2000,2012-12-24,68.49,2012
12,Completed,0.18829,0.1299,B,Other,FL,Executive,Employed,"$100,000+",50000.0,2000,2011-03-24,178.63,2011
36,Completed,0.05636,0.053,AA,Other,IL,Investor,Full-time,"$50,000-74,999",4791.666667,1000,2009-10-15,30.11,2009
36,Completed,0.08325,0.0699,AA,Business,VA,Professional,Employed,"$25,000-49,999",3333.333333,10000,2013-07-01,308.73,2013
36,non-remittance,0.26681,0.2287,D,Home Improvement,AK,Military Enlisted,Employed,"$75,000-99,999",6250.0,6500,2012-04-09,251.17,2012
60,non-remittance,0.28704,0.261,D,Debt Consolidation,SC,Computer Programmer,Employed,"$100,000+",11916.666667,15000,2012-04-23,450.0,2012
36,Completed,0.33738,0.3134,HR,Other,WA,Other,Self-employed,"$50,000-74,999",5416.666667,5000,2009-12-18,215.94,2009
36,Completed,0.13524,0.114,A,Other,PA,Principal,Full-time,"$50,000-74,999",6166.666667,1800,2009-11-12,59.27,2009
36,non-remittance,0.35797,0.3177,HR,Other,IN,Teacher,Employed,"$25,000-49,999",2843.0,4000,2012-09-24,173.71,2012
36,Completed,0.35797,0.3177,HR,Large Purchases,MO,Other,Self-employed,"$25,000-49,999",3333.333333,4000,2012-10-01,173.71,2012
36,Completed,0.11848,0.115,AA,Debt Consolidation,GA,Executive,Full-time,"$100,000+",11666.666667,25000,2009-12-16,824.4,2009
60,Completed,0.22693,0.2024,C,Debt Consolidation,TX,Other,Employed,"$25,000-49,999",3523.416667,10000,2013-07-12,266.28,2013
60,Completed,0.31375,0.287,D,Engagement Ring,MI,Tradesman - Electrician,Employed,"$50,000-74,999",5000.0,4000,2012-05-09,126.24,2012
12,Completed,0.20857,0.1499,B,Debt Consolidation,NJ,Professional,Employed,"$25,000-49,999",2083.333333,2000,2011-08-02,180.51,2011
36,Completed,0.19602,0.174,C,Debt Consolidation,CA,Computer Programmer,Full-time,"$75,000-99,999",7028.416667,2600,2010-07-22,93.22,2010
36,Completed,0.17018,0.1485,B,Debt Consolidation,MN,Other,Self-employed,"$25,000-49,999",4083.333333,3000,2010-05-24,102.31,2010
36,Completed,0.0783,0.0749,AA,Other,WV,Engineer - Mechanical,Employed,"$100,000+",10000.0,3000,2010-12-16,93.3,2010
36,non-remittance,0.35797,0.3177,HR,Auto,NY,Construction,Employed,"$100,000+",10833.333333,4000,2012-03-06,173.71,2012
12,Completed,0.31786,0.2384,E,Debt Consolidation,GA,Professional,Employed,"$100,000+",9583.333333,4000,2012-07-11,377.93,2012
36,Completed,0.28498,0.25,D,Debt Consolidation,OH,Sales - Retail,Employed,"$50,000-74,999",4333.333333,4500,2010-12-13,178.92,2010
36,Completed,0.35797,0.3177,HR,Debt Consolidation,NJ,Teacher,Employed,"$25,000-49,999",2916.666667,4000,2012-02-16,173.71,2012
36,Completed,0.10375,0.0829,A,Other,FL,Other,Employed,"$25,000-49,999",2666.666667,8000,2011-03-21,251.76,2011
36,Completed,0.12916,0.108,A,Debt Consolidation,TX,Student - College Graduate Student,Employed,"$25,000-49,999",2500.0,3000,2010-09-10,97.93,2010
36,Completed,0.26681,0.2287,D,Home Improvement,MD,Administrative Assistant,Employed,"$25,000-49,999",3500.0,2000,2012-04-27,77.28,2012
36,Completed,0.12528,0.0974,A,Other,TX,Skilled Labor,Employed,"$50,000-74,999",5416.666667,5000,2012-11-02,160.73,2012
12,Completed,0.34105,0.2499,D,Other,NY,Attorney,Employed,"$50,000-74,999",4250.0,6000,2011-09-01,570.24,2011
36,Completed,0.29394,0.2552,D,Medical/Dental,KS,Other,Employed,"$25,000-49,999",3583.333333,2000,2012-01-25,80.07,2012
60,Completed,0.31375,0.287,D,Household Expenses,MI,Executive,Employed,"$100,000+",9583.333333,5000,2012-03-28,157.8,2012
36,Completed,0.30532,0.2699,D,Other,IN,Other,Employed,"$1-24,999",1666.666667,2500,2011-05-27,102.05,2011
12,Completed,0.34898,0.2484,E,Debt Consolidation,CA,Medical Technician,Employed,"$25,000-49,999",3750.0,2000,2012-01-13,189.93,2012
36,Completed,0.11347,0.11,AA,Debt Consolidation,NY,Fireman,Full-time,"$100,000+",8333.333333,11000,2009-10-26,360.13,2009
36,non-remittance,0.25886,0.236,C,Debt Consolidation,NH,Professional,Full-time,"$100,000+",9000.0,7000,2009-09-10,273.16,2009
36,Completed,0.2832,0.26,D,Other,VA,Other,Retired,"$25,000-49,999",3000.0,2100,2010-06-22,84.61,2010
12,Completed,0.13696,0.0608,A,Motorcycle,CA,Nurse (RN),Employed,"$25,000-49,999",3000.0,4000,2012-03-16,344.41,2012
36,non-remittance,0.2951,0.2599,D,Debt Consolidation,FL,Professor,Employed,"$75,000-99,999",7199.0,7000,2011-11-22,282.0,2011
36,Completed,0.12309,0.102,A,Debt Consolidation,MA,Computer Programmer,Full-time,"$100,000+",8583.333333,8400,2010-06-15,271.83,2010
36,Completed,0.19236,0.1559,B,Debt Consolidation,LA,Administrative Assistant,Employed,"$50,000-74,999",4740.166667,10000,2013-01-25,349.55,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,GA,Teacher,Employed,"$50,000-74,999",6000.0,4000,2012-06-12,173.71,2012
36,non-remittance,0.16653,0.1449,B,Business,CT,Accountant/CPA,Employed,"$75,000-99,999",6833.333333,15000,2011-02-07,516.24,2011
36,Completed,0.2951,0.2599,D,Other,FL,Retail Management,Employed,"$1-24,999",258.333333,2000,2011-03-04,80.57,2011
36,Completed,0.11296,0.092,A,Debt Consolidation,IL,Other,Retired,"$25,000-49,999",3100.0,2000,2010-04-05,0.0,2010
36,Completed,0.22362,0.1899,C,Other,GA,Clerical,Employed,"$25,000-49,999",2500.0,2000,2011-10-12,73.3,2011
36,non-remittance,0.23939,0.2019,C,Debt Consolidation,LA,Other,Employed,"$25,000-49,999",3950.0,10000,2013-06-03,372.6,2013
36,Completed,0.34621,0.3099,E,Home Improvement,MI,Other,Full-time,"$50,000-74,999",5000.0,5000,2011-07-26,214.98,2011
36,non-remittance,0.1717,0.15,B,Other,IL,Computer Programmer,Self-employed,"$50,000-74,999",5166.666667,2550,2010-03-15,88.4,2010
36,Completed,0.1322,0.111,A,Debt Consolidation,FL,Other,Employed,"$50,000-74,999",4333.333333,8980,2011-11-09,294.42,2011
12,Completed,0.11893,0.0817,A,Debt Consolidation,CA,Other,Employed,"$100,000+",13083.333333,8000,2012-07-24,696.54,2012
36,non-remittance,0.17322,0.1515,B,Business,NC,Other,Other,"$25,000-49,999",2083.333333,6000,2010-10-28,208.43,2010
36,Completed,0.09333,0.0899,AA,Debt Consolidation,CA,Professional,Employed,"$100,000+",12333.333333,25000,2011-10-12,794.88,2011
36,Completed,0.34854,0.3244,D,Debt Consolidation,FL,Professional,Full-time,"$50,000-74,999",4346.333333,15000,2009-12-14,656.98,2009
36,Completed,0.35797,0.3177,HR,Home Improvement,GA,Civil Service,Employed,"$75,000-99,999",6291.666667,4000,2012-06-01,173.71,2012
36,Completed,0.28488,0.2499,D,Debt Consolidation,IL,Sales - Retail,Full-time,"$25,000-49,999",2916.666667,2000,2011-02-01,36.51,2011
36,Completed,0.34887,0.3125,HR,Other,NY,Other,Retired,"$50,000-74,999",5000.0,4000,2011-03-23,172.56,2011
36,non-remittance,0.38593,0.35,E,Business,WI,Realtor,Self-employed,"$1-24,999",1875.0,1150,2009-10-14,52.02,2009
36,Completed,0.34621,0.3099,E,Other,NY,Laborer,Full-time,"$50,000-74,999",5250.0,2200,2011-06-10,94.59,2011
60,Completed,0.15784,0.1396,A,Debt Consolidation,MA,Other,Employed,"$75,000-99,999",7250.0,20000,2012-02-07,464.95,2012
36,Completed,0.24246,0.2049,C,Medical/Dental,WI,Other,Other,"$25,000-49,999",3291.666667,4000,2012-01-30,149.65,2012
60,Completed,0.3302,0.303,E,Debt Consolidation,MS,Clerical,Employed,"$50,000-74,999",4534.333333,4000,2013-01-22,130.15,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,WI,Other,Employed,"$1-24,999",1891.666667,4000,2012-06-05,173.71,2012
36,Completed,0.10375,0.0829,A,Debt Consolidation,OR,Other,Full-time,"$75,000-99,999",7500.0,10000,2011-05-10,314.7,2011
36,Completed,0.18214,0.1459,B,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",2166.666667,4000,2013-07-23,137.86,2013
36,Completed,0.2325,0.21,C,Other,NY,Postal Service,Full-time,"$50,000-74,999",4166.666667,2000,2009-10-26,75.35,2009
36,Completed,0.30532,0.2699,D,Other,FL,Retail Management,Employed,"$75,000-99,999",6833.333333,4000,2011-09-15,163.28,2011
36,non-remittance,0.35643,0.3199,HR,Home Improvement,MI,Sales - Commission,Employed,"$25,000-49,999",2583.333333,2000,2011-04-29,87.1,2011
60,non-remittance,0.31375,0.287,D,Business,MI,Teacher,Employed,"$25,000-49,999",2083.333333,15000,2012-06-26,473.39,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,OH,Professional,Employed,"$75,000-99,999",7333.333333,4000,2012-07-02,173.71,2012
36,Completed,0.29537,0.2566,D,Other,PA,Other,Other,"$50,000-74,999",5250.0,3000,2013-01-10,120.33,2013
60,non-remittance,0.27462,0.2489,C,Business,FL,Professional,Employed,"$75,000-99,999",7416.666667,15000,2012-07-03,439.3,2012
12,Completed,0.23422,0.1563,C,Wedding Loans,MD,Analyst,Employed,"$50,000-74,999",5166.666667,5000,2012-12-31,452.78,2012
36,Completed,0.31633,0.29,HR,Debt Consolidation,TX,Computer Programmer,Full-time,"$50,000-74,999",4833.333333,1500,2010-04-26,62.86,2010
36,Completed,0.16005,0.1385,B,Other,NY,Nurse (RN),Full-time,"$75,000-99,999",6250.0,6000,2010-04-01,204.63,2010
36,non-remittance,0.30532,0.2699,D,Debt Consolidation,WA,Other,Not employed,Not employed,0.0,2500,2011-08-24,102.05,2011
36,non-remittance,0.35797,0.3177,HR,Other,FL,Tradesman - Electrician,Self-employed,"$1-24,999",2000.0,4000,2012-02-22,173.71,2012
36,Completed,0.37689,0.3399,E,Debt Consolidation,VA,Administrative Assistant,Employed,"$100,000+",15676.833333,7500,2010-08-23,335.0,2010
36,non-remittance,0.10993,0.089,A,Debt Consolidation,MI,Executive,Employed,"$100,000+",27083.333333,9983,2011-04-21,316.99,2011
36,non-remittance,0.36438,0.34,HR,Debt Consolidation,GA,Sales - Commission,Self-employed,"$100,000+",8333.333333,2500,2010-04-07,111.68,2010
60,Completed,0.22029,0.2009,B,Debt Consolidation,FL,Attorney,Employed,"$50,000-74,999",4333.333333,13500,2011-11-17,358.34,2011
36,Completed,0.2951,0.2599,D,Home Improvement,TN,Realtor,Self-employed,"$75,000-99,999",6666.666667,10000,2011-10-28,402.85,2011
36,Completed,0.30532,0.2699,D,Home Improvement,IL,Military Enlisted,Employed,"$75,000-99,999",6250.0,5500,2011-08-30,224.51,2011
60,Completed,0.29998,0.2736,D,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",3833.333333,9000,2013-06-26,276.76,2013
60,Completed,0.27462,0.2489,C,Debt Consolidation,TX,Other,Employed,"$75,000-99,999",6750.0,15000,2012-06-12,439.3,2012
36,non-remittance,0.35858,0.322,E,Debt Consolidation,NY,Administrative Assistant,Employed,"$25,000-49,999",3000.0,3200,2011-01-18,139.73,2011
36,Completed,0.28974,0.2511,D,Other,PA,Accountant/CPA,Employed,"$50,000-74,999",4666.666667,10000,2011-12-19,398.18,2011
12,Completed,0.34105,0.2499,D,Other,MD,Other,Other,"$25,000-49,999",2695.666667,2000,2011-07-29,190.08,2011
36,Completed,0.28447,0.2495,HR,Debt Consolidation,ID,Analyst,Full-time,"$50,000-74,999",4941.0,7500,2010-11-02,298.0,2010
36,Completed,0.35643,0.3199,HR,Debt Consolidation,NJ,Analyst,Employed,"$1-24,999",1750.0,4000,2011-05-17,174.2,2011
60,Completed,0.28704,0.261,D,Debt Consolidation,TN,Accountant/CPA,Employed,"$50,000-74,999",5900.0,8000,2012-06-21,240.0,2012
12,Completed,0.20857,0.1499,B,Other,WI,Computer Programmer,Employed,"$50,000-74,999",6000.0,3000,2011-10-12,270.76,2011
12,Completed,0.31725,0.2378,E,Debt Consolidation,OH,Skilled Labor,Employed,"$1-24,999",2000.0,2000,2012-12-20,0.0,2012
36,Completed,0.11296,0.092,A,Debt Consolidation,DE,Tradesman - Carpenter,Full-time,"$1-24,999",1833.333333,3500,2010-06-28,111.63,2010
36,Completed,0.32317,0.2994,HR,Debt Consolidation,SC,Computer Programmer,Self-employed,"$50,000-74,999",4166.666667,6000,2010-04-13,254.51,2010
36,Completed,0.06828,0.0649,AA,Debt Consolidation,WA,Social Worker,Employed,"$25,000-49,999",3000.0,8000,2012-02-07,245.16,2012
36,Completed,0.33553,0.2958,E,Business,WA,Computer Programmer,Employed,"$25,000-49,999",3958.333333,4000,2012-06-18,168.89,2012
